FIPSCode,LocationType,Location,ParentCounty,TypeofSchool,StaffResponse,TimeFrame,DataFormat,Data
06604620,School District,Benicia Unified,Solano County,High School,Few Students,2011_2013,Percent,4.8
06604620,School District,Benicia Unified,Solano County,High School,Almost No Students,2011_2013,Percent,0.0
06604620,School District,Benicia Unified,Solano County,High School,Nearly All Students,2013_2015,Percent,6.2
06604620,School District,Benicia Unified,Solano County,High School,Most Students,2013_2015,Percent,61.7
06604620,School District,Benicia Unified,Solano County,High School,Some Students,2013_2015,Percent,29.6
06604620,School District,Benicia Unified,Solano County,High School,Few Students,2013_2015,Percent,2.5
06604620,School District,Benicia Unified,Solano County,High School,Almost No Students,2013_2015,Percent,0.0
06613360,School District,Fairfield_Suisun Unified,Solano County,High School,Nearly All Students,2011_2013,Percent,5.9
06613360,School District,Fairfield_Suisun Unified,Solano County,High School,Most Students,2011_2013,Percent,51.6
06613360,School District,Fairfield_Suisun Unified,Solano County,High School,Some Students,2011_2013,Percent,37.2
06613360,School District,Fairfield_Suisun Unified,Solano County,High School,Few Students,2011_2013,Percent,4.8
06613360,School District,Fairfield_Suisun Unified,Solano County,High School,Almost No Students,2011_2013,Percent,0.5
06613360,School District,Fairfield_Suisun Unified,Solano County,High School,Nearly All Students,2013_2015,Percent,2.6
06613360,School District,Fairfield_Suisun Unified,Solano County,High School,Most Students,2013_2015,Percent,52.6
06613360,School District,Fairfield_Suisun Unified,Solano County,High School,Some Students,2013_2015,Percent,42.3
06613360,School District,Fairfield_Suisun Unified,Solano County,High School,Few Students,2013_2015,Percent,2.6
06613360,School District,Fairfield_Suisun Unified,Solano County,High School,Almost No Students,2013_2015,Percent,0.0
06640590,School District,Vacaville Unified,Solano County,High School,Nearly All Students,2011_2013,Percent,9.5
06640590,School District,Vacaville Unified,Solano County,High School,Most Students,2011_2013,Percent,63.1
06640590,School District,Vacaville Unified,Solano County,High School,Some Students,2011_2013,Percent,23.8
06640590,School District,Vacaville Unified,Solano County,High School,Few Students,2011_2013,Percent,3.6
06640590,School District,Vacaville Unified,Solano County,High School,Almost No Students,2011_2013,Percent,0.0
06640740,School District,Vallejo City Unified,Solano County,High School,Nearly All Students,2011_2013,Percent,1.0
06640740,School District,Vallejo City Unified,Solano County,High School,Most Students,2011_2013,Percent,28.9
06640740,School District,Vallejo City Unified,Solano County,High School,Some Students,2011_2013,Percent,60.8
06640740,School District,Vallejo City Unified,Solano County,High School,Few Students,2011_2013,Percent,9.3
06640740,School District,Vallejo City Unified,Solano County,High School,Almost No Students,2011_2013,Percent,0.0
06640740,School District,Vallejo City Unified,Solano County,High School,Nearly All Students,2013_2015,Percent,2.9
06640740,School District,Vallejo City Unified,Solano County,High School,Most Students,2013_2015,Percent,20.0
06640740,School District,Vallejo City Unified,Solano County,High School,Some Students,2013_2015,Percent,65.7
06640740,School District,Vallejo City Unified,Solano County,High School,Few Students,2013_2015,Percent,8.6
06640740,School District,Vallejo City Unified,Solano County,High School,Almost No Students,2013_2015,Percent,2.9
06097,County,Sonoma County,,High School,Nearly All Students,2011_2013,Percent,5.7
06097,County,Sonoma County,,High School,Most Students,2011_2013,Percent,57.6
06097,County,Sonoma County,,High School,Some Students,2011_2013,Percent,34.6
06097,County,Sonoma County,,High School,Few Students,2011_2013,Percent,1.8
06097,County,Sonoma County,,High School,Almost No Students,2011_2013,Percent,0.2
06097,County,Sonoma County,,High School,Nearly All Students,2013_2015,Percent,4.1
06097,County,Sonoma County,,High School,Most Students,2013_2015,Percent,54.6
06097,County,Sonoma County,,High School,Some Students,2013_2015,Percent,38.3
06097,County,Sonoma County,,High School,Few Students,2013_2015,Percent,2.6
06097,County,Sonoma County,,High School,Almost No Students,2013_2015,Percent,0.4
06691040,School District,Sonoma County Office of Education,Sonoma County,High School,Nearly All Students,2011_2013,Percent,N_A
06691040,School District,Sonoma County Office of Education,Sonoma County,High School,Most Students,2011_2013,Percent,N_A
06691040,School District,Sonoma County Office of Education,Sonoma County,High School,Some Students,2011_2013,Percent,N_A
06691040,School District,Sonoma County Office of Education,Sonoma County,High School,Few Students,2011_2013,Percent,N_A
06691040,School District,Sonoma County Office of Education,Sonoma County,High School,Almost No Students,2011_2013,Percent,N_A
06602670,School District,West Sonoma County Union High,Sonoma County,High School,Nearly All Students,2011_2013,Percent,6.7
06602670,School District,West Sonoma County Union High,Sonoma County,High School,Most Students,2011_2013,Percent,86.7
06602670,School District,West Sonoma County Union High,Sonoma County,High School,Some Students,2011_2013,Percent,6.7
06602670,School District,West Sonoma County Union High,Sonoma County,High School,Few Students,2011_2013,Percent,0.0
06602670,School District,West Sonoma County Union High,Sonoma County,High School,Almost No Students,2011_2013,Percent,0.0
06604380,School District,Bellevue Union,Sonoma County,High School,Nearly All Students,2011_2013,Percent,N_A
06604380,School District,Bellevue Union,Sonoma County,High School,Most Students,2011_2013,Percent,N_A
06604380,School District,Bellevue Union,Sonoma County,High School,Some Students,2011_2013,Percent,N_A
06604380,School District,Bellevue Union,Sonoma County,High School,Few Students,2011_2013,Percent,N_A
06604380,School District,Bellevue Union,Sonoma County,High School,Almost No Students,2011_2013,Percent,N_A
06604650,School District,Bennett Valley Union Elementary,Sonoma County,High School,Nearly All Students,2011_2013,Percent,N_A
06604650,School District,Bennett Valley Union Elementary,Sonoma County,High School,Most Students,2011_2013,Percent,N_A
06604650,School District,Bennett Valley Union Elementary,Sonoma County,High School,Some Students,2011_2013,Percent,N_A
06604650,School District,Bennett Valley Union Elementary,Sonoma County,High School,Few Students,2011_2013,Percent,N_A
06604650,School District,Bennett Valley Union Elementary,Sonoma County,High School,Almost No Students,2011_2013,Percent,N_A
06614130,School District,Fort Ross Elementary,Sonoma County,High School,Nearly All Students,2011_2013,Percent,N_A
06614130,School District,Fort Ross Elementary,Sonoma County,High School,Most Students,2011_2013,Percent,N_A
06614130,School District,Fort Ross Elementary,Sonoma County,High School,Some Students,2011_2013,Percent,N_A
06614130,School District,Fort Ross Elementary,Sonoma County,High School,Few Students,2011_2013,Percent,N_A
06614130,School District,Fort Ross Elementary,Sonoma County,High School,Almost No Students,2011_2013,Percent,N_A
06616320,School District,Guerneville Elementary,Sonoma County,High School,Nearly All Students,2011_2013,Percent,N_A
06616320,School District,Guerneville Elementary,Sonoma County,High School,Most Students,2011_2013,Percent,N_A
06616320,School District,Guerneville Elementary,Sonoma County,High School,Some Students,2011_2013,Percent,N_A
06616320,School District,Guerneville Elementary,Sonoma County,High School,Few Students,2011_2013,Percent,N_A
06616320,School District,Guerneville Elementary,Sonoma County,High School,Almost No Students,2011_2013,Percent,N_A
06616620,School District,Harmony Union Elementary,Sonoma County,High School,Nearly All Students,2011_2013,Percent,N_A
06616620,School District,Harmony Union Elementary,Sonoma County,High School,Most Students,2011_2013,Percent,N_A
06616620,School District,Harmony Union Elementary,Sonoma County,High School,Some Students,2011_2013,Percent,N_A
06616620,School District,Harmony Union Elementary,Sonoma County,High School,Few Students,2011_2013,Percent,N_A
06616620,School District,Harmony Union Elementary,Sonoma County,High School,Almost No Students,2011_2013,Percent,N_A
06624000,School District,Mark West Union Elementary,Sonoma County,High School,Nearly All Students,2011_2013,Percent,N_A
06624000,School District,Mark West Union Elementary,Sonoma County,High School,Most Students,2011_2013,Percent,N_A
06624000,School District,Mark West Union Elementary,Sonoma County,High School,Some Students,2011_2013,Percent,N_A
06624000,School District,Mark West Union Elementary,Sonoma County,High School,Few Students,2011_2013,Percent,N_A
06624000,School District,Mark West Union Elementary,Sonoma County,High School,Almost No Students,2011_2013,Percent,N_A
06627840,School District,Oak Grove Union Elementary,Sonoma County,High School,Nearly All Students,2011_2013,Percent,N_A
06627840,School District,Oak Grove Union Elementary,Sonoma County,High School,Most Students,2011_2013,Percent,N_A
06627840,School District,Oak Grove Union Elementary,Sonoma County,High School,Some Students,2011_2013,Percent,N_A
06627840,School District,Oak Grove Union Elementary,Sonoma County,High School,Few Students,2011_2013,Percent,N_A
06627840,School District,Oak Grove Union Elementary,Sonoma County,High School,Almost No Students,2011_2013,Percent,N_A
06627840,School District,Oak Grove Union Elementary,Sonoma County,High School,Nearly All Students,2013_2015,Percent,N_A
06627840,School District,Oak Grove Union Elementary,Sonoma County,High School,Most Students,2013_2015,Percent,N_A
06627840,School District,Oak Grove Union Elementary,Sonoma County,High School,Some Students,2013_2015,Percent,N_A
06627840,School District,Oak Grove Union Elementary,Sonoma County,High School,Few Students,2013_2015,Percent,N_A
06627840,School District,Oak Grove Union Elementary,Sonoma County,High School,Almost No Students,2013_2015,Percent,N_A
06630230,School District,Petaluma City Elementary,Sonoma County,High School,Nearly All Students,2011_2013,Percent,N_A
06630230,School District,Petaluma City Elementary,Sonoma County,High School,Most Students,2011_2013,Percent,N_A
06630230,School District,Petaluma City Elementary,Sonoma County,High School,Some Students,2011_2013,Percent,N_A
06630230,School District,Petaluma City Elementary,Sonoma County,High School,Few Students,2011_2013,Percent,N_A
06630230,School District,Petaluma City Elementary,Sonoma County,High School,Almost No Students,2011_2013,Percent,N_A
06630230,School District,Petaluma City Elementary,Sonoma County,High School,Nearly All Students,2013_2015,Percent,N_A
06630230,School District,Petaluma City Elementary,Sonoma County,High School,Most Students,2013_2015,Percent,N_A
06630230,School District,Petaluma City Elementary,Sonoma County,High School,Some Students,2013_2015,Percent,N_A
06630230,School District,Petaluma City Elementary,Sonoma County,High School,Few Students,2013_2015,Percent,N_A
06630230,School District,Petaluma City Elementary,Sonoma County,High School,Almost No Students,2013_2015,Percent,N_A
06630250,School District,Petaluma Joint Union High,Sonoma County,High School,Nearly All Students,2011_2013,Percent,3.1
